Kod;Nazwa;Rok;Kategoria;Jednostka;Value
200000;DOLNOŚLĄSKIE;2015;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;6327.0
200000;DOLNOŚLĄSKIE;2015;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;7017.0
200000;DOLNOŚLĄSKIE;2015;przeciwko mieniu;-;49387.0
200000;DOLNOŚLĄSKIE;2015;przeciwko rodzinie i opiece;-;1978.0
200000;DOLNOŚLĄSKIE;2015;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;2878.0
200000;DOLNOŚLĄSKIE;2015;przeciwko życiu i zdrowiu;-;1379.0
200000;DOLNOŚLĄSKIE;2016;o charakterze gospodarczym;-;10620.0
200000;DOLNOŚLĄSKIE;2016;o charakterze kryminalnym;-;55211.0
200000;DOLNOŚLĄSKIE;2016;ogółem;-;74705.0
200000;DOLNOŚLĄSKIE;2016;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;5949.0
200000;DOLNOŚLĄSKIE;2016;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;7090.0
200000;DOLNOŚLĄSKIE;2016;przeciwko mieniu;-;44721.0
200000;DOLNOŚLĄSKIE;2016;przeciwko rodzinie i opiece;-;1896.0
200000;DOLNOŚLĄSKIE;2016;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;2885.0
200000;DOLNOŚLĄSKIE;2016;przeciwko życiu i zdrowiu;-;1445.0
200000;DOLNOŚLĄSKIE;2017;o charakterze gospodarczym;-;11615.0
200000;DOLNOŚLĄSKIE;2017;o charakterze kryminalnym;-;51982.0
200000;DOLNOŚLĄSKIE;2017;ogółem;-;72858.0
200000;DOLNOŚLĄSKIE;2017;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;6095.0
200000;DOLNOŚLĄSKIE;2017;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;7157.0
200000;DOLNOŚLĄSKIE;2017;przeciwko mieniu;-;42051.0
200000;DOLNOŚLĄSKIE;2017;przeciwko rodzinie i opiece;-;2694.0
200000;DOLNOŚLĄSKIE;2017;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;3243.0
200000;DOLNOŚLĄSKIE;2017;przeciwko życiu i zdrowiu;-;1425.0
200000;DOLNOŚLĄSKIE;2018;o charakterze gospodarczym;-;12302.0
200000;DOLNOŚLĄSKIE;2018;o charakterze kryminalnym;-;53615.0
200000;DOLNOŚLĄSKIE;2018;ogółem;-;74726.0
200000;DOLNOŚLĄSKIE;2018;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;5659.0
200000;DOLNOŚLĄSKIE;2018;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;6542.0
200000;DOLNOŚLĄSKIE;2018;przeciwko mieniu;-;40766.0
200000;DOLNOŚLĄSKIE;2018;przeciwko rodzinie i opiece;-;5420.0
200000;DOLNOŚLĄSKIE;2018;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;3073.0
200000;DOLNOŚLĄSKIE;2018;przeciwko życiu i zdrowiu;-;1332.0
200000;DOLNOŚLĄSKIE;2019;o charakterze gospodarczym;-;13059.0
200000;DOLNOŚLĄSKIE;2019;o charakterze kryminalnym;-;54714.0
200000;DOLNOŚLĄSKIE;2019;ogółem;-;77609.0
200000;DOLNOŚLĄSKIE;2019;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;6054.0
200000;DOLNOŚLĄSKIE;2019;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;6794.0
200000;DOLNOŚLĄSKIE;2019;przeciwko mieniu;-;42975.0
200000;DOLNOŚLĄSKIE;2019;przeciwko rodzinie i opiece;-;4477.0
200000;DOLNOŚLĄSKIE;2019;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;3608.0
200000;DOLNOŚLĄSKIE;2019;przeciwko życiu i zdrowiu;-;1330.0
200000;DOLNOŚLĄSKIE;2020;o charakterze gospodarczym;-;11513.0
200000;DOLNOŚLĄSKIE;2020;o charakterze kryminalnym;-;52975.0
200000;DOLNOŚLĄSKIE;2020;ogółem;-;74802.0
200000;DOLNOŚLĄSKIE;2020;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;6164.0
200000;DOLNOŚLĄSKIE;2020;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;7003.0
200000;DOLNOŚLĄSKIE;2020;przeciwko mieniu;-;42370.0
200000;DOLNOŚLĄSKIE;2020;przeciwko rodzinie i opiece;-;3925.0
200000;DOLNOŚLĄSKIE;2020;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;3363.0
200000;DOLNOŚLĄSKIE;2020;przeciwko życiu i zdrowiu;-;1246.0
200000;DOLNOŚLĄSKIE;2021;o charakterze gospodarczym;-;14828.0
200000;DOLNOŚLĄSKIE;2021;o charakterze kryminalnym;-;55267.0
200000;DOLNOŚLĄSKIE;2021;ogółem;-;81800.0
200000;DOLNOŚLĄSKIE;2021;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;6889.0
200000;DOLNOŚLĄSKIE;2021;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;7802.0
200000;DOLNOŚLĄSKIE;2021;przeciwko mieniu;-;45868.0
200000;DOLNOŚLĄSKIE;2021;przeciwko rodzinie i opiece;-;3665.0
200000;DOLNOŚLĄSKIE;2021;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;3350.0
200000;DOLNOŚLĄSKIE;2021;przeciwko życiu i zdrowiu;-;1177.0
200000;DOLNOŚLĄSKIE;2022;o charakterze gospodarczym;-;16160.0
200000;DOLNOŚLĄSKIE;2022;o charakterze kryminalnym;-;56603.0
200000;DOLNOŚLĄSKIE;2022;ogółem;-;83956.0
200000;DOLNOŚLĄSKIE;2022;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;6451.0
200000;DOLNOŚLĄSKIE;2022;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;7203.0
200000;DOLNOŚLĄSKIE;2022;przeciwko mieniu;-;48770.0
200000;DOLNOŚLĄSKIE;2022;przeciwko rodzinie i opiece;-;2929.0
200000;DOLNOŚLĄSKIE;2022;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;3407.0
200000;DOLNOŚLĄSKIE;2022;przeciwko życiu i zdrowiu;-;1170.0
200000;DOLNOŚLĄSKIE;2023;o charakterze gospodarczym;-;14508.0
200000;DOLNOŚLĄSKIE;2023;o charakterze kryminalnym;-;53760.0
200000;DOLNOŚLĄSKIE;2023;ogółem;-;79302.0
200000;DOLNOŚLĄSKIE;2023;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;5700.0
200000;DOLNOŚLĄSKIE;2023;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;6320.0
200000;DOLNOŚLĄSKIE;2023;przeciwko mieniu;-;44371.0
200000;DOLNOŚLĄSKIE;2023;przeciwko rodzinie i opiece;-;3191.0
200000;DOLNOŚLĄSKIE;2023;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;3026.0
200000;DOLNOŚLĄSKIE;2023;przeciwko życiu i zdrowiu;-;1127.0
200000;DOLNOŚLĄSKIE;2024;o charakterze gospodarczym;-;16322.0
200000;DOLNOŚLĄSKIE;2024;o charakterze kryminalnym;-;48630.0
200000;DOLNOŚLĄSKIE;2024;ogółem;-;76265.0
200000;DOLNOŚLĄSKIE;2024;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;4814.0
200000;DOLNOŚLĄSKIE;2024;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;5396.0
200000;DOLNOŚLĄSKIE;2024;przeciwko mieniu;-;41462.0
200000;DOLNOŚLĄSKIE;2024;przeciwko rodzinie i opiece;-;2913.0
200000;DOLNOŚLĄSKIE;2024;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;2978.0
200000;DOLNOŚLĄSKIE;2024;przeciwko życiu i zdrowiu;-;1093.0
201000;Powiat bolesławiecki;2013;o charakterze gospodarczym;-;293.0
201000;Powiat bolesławiecki;2013;o charakterze kryminalnym;-;1823.0
201000;Powiat bolesławiecki;2013;ogółem;-;2699.0
201000;Powiat bolesławiecki;2013;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;505.0
201000;Powiat bolesławiecki;2013;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;509.0
201000;Powiat bolesławiecki;2013;przeciwko mieniu;-;1415.0
201000;Powiat bolesławiecki;2013;przeciwko rodzinie i opiece;-;87.0
201000;Powiat bolesławiecki;2013;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;82.0
201000;Powiat bolesławiecki;2013;przeciwko życiu i zdrowiu;-;74.0
201000;Powiat bolesławiecki;2014;o charakterze gospodarczym;-;365.0
201000;Powiat bolesławiecki;2014;o charakterze kryminalnym;-;1705.0
201000;Powiat bolesławiecki;2014;ogółem;-;2396.0
201000;Powiat bolesławiecki;2014;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;250.0
201000;Powiat bolesławiecki;2014;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;256.0
201000;Powiat bolesławiecki;2014;przeciwko mieniu;-;1442.0
201000;Powiat bolesławiecki;2014;przeciwko rodzinie i opiece;-;72.0
201000;Powiat bolesławiecki;2014;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;68.0
201000;Powiat bolesławiecki;2014;przeciwko życiu i zdrowiu;-;66.0
201000;Powiat bolesławiecki;2015;o charakterze gospodarczym;-;290.0
201000;Powiat bolesławiecki;2015;o charakterze kryminalnym;-;1668.0
201000;Powiat bolesławiecki;2015;ogółem;-;2326.0
201000;Powiat bolesławiecki;2015;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;256.0
201000;Powiat bolesławiecki;2015;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;293.0
201000;Powiat bolesławiecki;2015;przeciwko mieniu;-;1415.0
201000;Powiat bolesławiecki;2015;przeciwko rodzinie i opiece;-;86.0
201000;Powiat bolesławiecki;2015;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;77.0
201000;Powiat bolesławiecki;2015;przeciwko życiu i zdrowiu;-;64.0
201000;Powiat bolesławiecki;2016;o charakterze gospodarczym;-;244.0
201000;Powiat bolesławiecki;2016;o charakterze kryminalnym;-;1794.0
201000;Powiat bolesławiecki;2016;ogółem;-;2498.0
201000;Powiat bolesławiecki;2016;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;278.0
201000;Powiat bolesławiecki;2016;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;357.0
201000;Powiat bolesławiecki;2016;przeciwko mieniu;-;1417.0
201000;Powiat bolesławiecki;2016;przeciwko rodzinie i opiece;-;100.0
201000;Powiat bolesławiecki;2016;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;103.0
201000;Powiat bolesławiecki;2016;przeciwko życiu i zdrowiu;-;42.0
201000;Powiat bolesławiecki;2017;o charakterze gospodarczym;-;273.0
201000;Powiat bolesławiecki;2017;o charakterze kryminalnym;-;2009.0
201000;Powiat bolesławiecki;2017;ogółem;-;2645.0
201000;Powiat bolesławiecki;2017;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;228.0
201000;Powiat bolesławiecki;2017;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;289.0
201000;Powiat bolesławiecki;2017;przeciwko mieniu;-;1561.0
201000;Powiat bolesławiecki;2017;przeciwko rodzinie i opiece;-;107.0
201000;Powiat bolesławiecki;2017;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;117.0
201000;Powiat bolesławiecki;2017;przeciwko życiu i zdrowiu;-;56.0
201000;Powiat bolesławiecki;2018;o charakterze gospodarczym;-;207.0
201000;Powiat bolesławiecki;2018;o charakterze kryminalnym;-;2265.0
201000;Powiat bolesławiecki;2018;ogółem;-;2808.0
201000;Powiat bolesławiecki;2018;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;202.0
201000;Powiat bolesławiecki;2018;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;236.0
201000;Powiat bolesławiecki;2018;przeciwko mieniu;-;1652.0
201000;Powiat bolesławiecki;2018;przeciwko rodzinie i opiece;-;225.0
201000;Powiat bolesławiecki;2018;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;110.0
201000;Powiat bolesławiecki;2018;przeciwko życiu i zdrowiu;-;51.0
201000;Powiat bolesławiecki;2019;o charakterze gospodarczym;-;174.0
201000;Powiat bolesławiecki;2019;o charakterze kryminalnym;-;1998.0
201000;Powiat bolesławiecki;2019;ogółem;-;2636.0
201000;Powiat bolesławiecki;2019;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;263.0
201000;Powiat bolesławiecki;2019;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;305.0
201000;Powiat bolesławiecki;2019;przeciwko mieniu;-;1436.0
201000;Powiat bolesławiecki;2019;przeciwko rodzinie i opiece;-;179.0
201000;Powiat bolesławiecki;2019;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;140.0
201000;Powiat bolesławiecki;2019;przeciwko życiu i zdrowiu;-;51.0
201000;Powiat bolesławiecki;2020;o charakterze gospodarczym;-;158.0
201000;Powiat bolesławiecki;2020;o charakterze kryminalnym;-;1986.0
201000;Powiat bolesławiecki;2020;ogółem;-;2589.0
201000;Powiat bolesławiecki;2020;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;249.0
201000;Powiat bolesławiecki;2020;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;288.0
201000;Powiat bolesławiecki;2020;przeciwko mieniu;-;1493.0
201000;Powiat bolesławiecki;2020;przeciwko rodzinie i opiece;-;146.0
201000;Powiat bolesławiecki;2020;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;115.0
201000;Powiat bolesławiecki;2020;przeciwko życiu i zdrowiu;-;54.0
201000;Powiat bolesławiecki;2021;o charakterze gospodarczym;-;435.0
201000;Powiat bolesławiecki;2021;o charakterze kryminalnym;-;2190.0
201000;Powiat bolesławiecki;2021;ogółem;-;3123.0
201000;Powiat bolesławiecki;2021;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;243.0
201000;Powiat bolesławiecki;2021;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;287.0
201000;Powiat bolesławiecki;2021;przeciwko mieniu;-;1857.0
201000;Powiat bolesławiecki;2021;przeciwko rodzinie i opiece;-;117.0
201000;Powiat bolesławiecki;2021;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;107.0
201000;Powiat bolesławiecki;2021;przeciwko życiu i zdrowiu;-;56.0
201000;Powiat bolesławiecki;2022;o charakterze gospodarczym;-;377.0
201000;Powiat bolesławiecki;2022;o charakterze kryminalnym;-;2087.0
201000;Powiat bolesławiecki;2022;ogółem;-;2947.0
201000;Powiat bolesławiecki;2022;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;259.0
201000;Powiat bolesławiecki;2022;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;310.0
201000;Powiat bolesławiecki;2022;przeciwko mieniu;-;1761.0
201000;Powiat bolesławiecki;2022;przeciwko rodzinie i opiece;-;93.0
201000;Powiat bolesławiecki;2022;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;136.0
201000;Powiat bolesławiecki;2022;przeciwko życiu i zdrowiu;-;54.0
201000;Powiat bolesławiecki;2023;o charakterze gospodarczym;-;347.0
201000;Powiat bolesławiecki;2023;o charakterze kryminalnym;-;2043.0
201000;Powiat bolesławiecki;2023;ogółem;-;3010.0
201000;Powiat bolesławiecki;2023;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;249.0
201000;Powiat bolesławiecki;2023;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;280.0
201000;Powiat bolesławiecki;2023;przeciwko mieniu;-;1566.0
201000;Powiat bolesławiecki;2023;przeciwko rodzinie i opiece;-;78.0
201000;Powiat bolesławiecki;2023;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;108.0
201000;Powiat bolesławiecki;2023;przeciwko życiu i zdrowiu;-;50.0
201000;Powiat bolesławiecki;2024;o charakterze gospodarczym;-;1050.0
201000;Powiat bolesławiecki;2024;o charakterze kryminalnym;-;1767.0
201000;Powiat bolesławiecki;2024;ogółem;-;3712.0
201000;Powiat bolesławiecki;2024;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;216.0
201000;Powiat bolesławiecki;2024;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;236.0
201000;Powiat bolesławiecki;2024;przeciwko mieniu;-;1959.0
201000;Powiat bolesławiecki;2024;przeciwko rodzinie i opiece;-;106.0
201000;Powiat bolesławiecki;2024;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;96.0
201000;Powiat bolesławiecki;2024;przeciwko życiu i zdrowiu;-;52.0
202000;Powiat dzierżoniowski;2013;o charakterze gospodarczym;-;614.0
202000;Powiat dzierżoniowski;2013;o charakterze kryminalnym;-;1544.0
202000;Powiat dzierżoniowski;2013;ogółem;-;2646.0
202000;Powiat dzierżoniowski;2013;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;392.0
202000;Powiat dzierżoniowski;2013;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;399.0
202000;Powiat dzierżoniowski;2013;przeciwko mieniu;-;1137.0
202000;Powiat dzierżoniowski;2013;przeciwko rodzinie i opiece;-;69.0
202000;Powiat dzierżoniowski;2013;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;94.0
202000;Powiat dzierżoniowski;2013;przeciwko życiu i zdrowiu;-;81.0
202000;Powiat dzierżoniowski;2014;o charakterze gospodarczym;-;362.0
202000;Powiat dzierżoniowski;2014;o charakterze kryminalnym;-;1437.0
202000;Powiat dzierżoniowski;2014;ogółem;-;2150.0
202000;Powiat dzierżoniowski;2014;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;239.0
202000;Powiat dzierżoniowski;2014;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;243.0
202000;Powiat dzierżoniowski;2014;przeciwko mieniu;-;1195.0
202000;Powiat dzierżoniowski;2014;przeciwko rodzinie i opiece;-;69.0
202000;Powiat dzierżoniowski;2014;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;114.0
202000;Powiat dzierżoniowski;2014;przeciwko życiu i zdrowiu;-;44.0
202000;Powiat dzierżoniowski;2015;o charakterze gospodarczym;-;159.0
202000;Powiat dzierżoniowski;2015;o charakterze kryminalnym;-;1197.0
202000;Powiat dzierżoniowski;2015;ogółem;-;1617.0
202000;Powiat dzierżoniowski;2015;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;188.0
202000;Powiat dzierżoniowski;2015;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;202.0
202000;Powiat dzierżoniowski;2015;przeciwko mieniu;-;840.0
202000;Powiat dzierżoniowski;2015;przeciwko rodzinie i opiece;-;61.0
202000;Powiat dzierżoniowski;2015;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;92.0
202000;Powiat dzierżoniowski;2015;przeciwko życiu i zdrowiu;-;46.0
202000;Powiat dzierżoniowski;2016;o charakterze gospodarczym;-;163.0
202000;Powiat dzierżoniowski;2016;o charakterze kryminalnym;-;1146.0
202000;Powiat dzierżoniowski;2016;ogółem;-;1610.0
202000;Powiat dzierżoniowski;2016;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;195.0
202000;Powiat dzierżoniowski;2016;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;219.0
202000;Powiat dzierżoniowski;2016;przeciwko mieniu;-;776.0
202000;Powiat dzierżoniowski;2016;przeciwko rodzinie i opiece;-;76.0
202000;Powiat dzierżoniowski;2016;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;74.0
202000;Powiat dzierżoniowski;2016;przeciwko życiu i zdrowiu;-;33.0
202000;Powiat dzierżoniowski;2017;o charakterze gospodarczym;-;210.0
202000;Powiat dzierżoniowski;2017;o charakterze kryminalnym;-;1137.0
202000;Powiat dzierżoniowski;2017;ogółem;-;1546.0
202000;Powiat dzierżoniowski;2017;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;131.0
202000;Powiat dzierżoniowski;2017;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;155.0
202000;Powiat dzierżoniowski;2017;przeciwko mieniu;-;736.0
202000;Powiat dzierżoniowski;2017;przeciwko rodzinie i opiece;-;95.0
202000;Powiat dzierżoniowski;2017;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;112.0
202000;Powiat dzierżoniowski;2017;przeciwko życiu i zdrowiu;-;58.0
202000;Powiat dzierżoniowski;2018;o charakterze gospodarczym;-;162.0
202000;Powiat dzierżoniowski;2018;o charakterze kryminalnym;-;1172.0
202000;Powiat dzierżoniowski;2018;ogółem;-;1527.0
202000;Powiat dzierżoniowski;2018;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;137.0
202000;Powiat dzierżoniowski;2018;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;152.0
202000;Powiat dzierżoniowski;2018;przeciwko mieniu;-;656.0
202000;Powiat dzierżoniowski;2018;przeciwko rodzinie i opiece;-;193.0
202000;Powiat dzierżoniowski;2018;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;126.0
202000;Powiat dzierżoniowski;2018;przeciwko życiu i zdrowiu;-;45.0
202000;Powiat dzierżoniowski;2019;o charakterze gospodarczym;-;151.0
202000;Powiat dzierżoniowski;2019;o charakterze kryminalnym;-;1102.0
202000;Powiat dzierżoniowski;2019;ogółem;-;1486.0
202000;Powiat dzierżoniowski;2019;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;162.0
202000;Powiat dzierżoniowski;2019;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;177.0
202000;Powiat dzierżoniowski;2019;przeciwko mieniu;-;622.0
202000;Powiat dzierżoniowski;2019;przeciwko rodzinie i opiece;-;200.0
202000;Powiat dzierżoniowski;2019;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;115.0
202000;Powiat dzierżoniowski;2019;przeciwko życiu i zdrowiu;-;45.0
202000;Powiat dzierżoniowski;2020;o charakterze gospodarczym;-;334.0
202000;Powiat dzierżoniowski;2020;o charakterze kryminalnym;-;1092.0
202000;Powiat dzierżoniowski;2020;ogółem;-;1638.0
202000;Powiat dzierżoniowski;2020;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe;-;152.0
202000;Powiat dzierżoniowski;2020;przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem;-;171.0
202000;Powiat dzierżoniowski;2020;przeciwko mieniu;-;725.0
202000;Powiat dzierżoniowski;2020;przeciwko rodzinie i opiece;-;152.0
202000;Powiat dzierżoniowski;2020;przeciwko wolności, wolności sumienia, wolności seksualnej i obyczajności razem;-;92.0
